-0.1311908,-2.460395,994.9422,15.3042
-0.1181867,-2.445866,993.6310999999999,35.3055
-0.1011902,-2.440641,991.7807,55.292
-0.08987363,-2.435288,989.1576,75.3222
-0.08228157,-2.433959,986.5037,95.2932
-0.07646114,-2.440559,984.6794,115.3045
-0.07245629000000001,-2.449954,984.1496,135.3082
-0.06655609,-2.458037,983.3513,155.3271
-0.06630857,-2.475439,982.8259,175.2917
-0.06412005,-2.492909,983.0728,195.2997
-0.06382421000000001,-2.511648,983.6002,215.2943
-0.06372081,-2.52095,984.6543,235.3
-0.0618495,-2.519551,985.9714,255.306
-0.06589296,-2.50604,988.0992,275.2921
-0.07179844000000001,-2.493974,990.4625,295.3299
-0.08910194,-2.483097,993.9146,315.292
-0.1025546,-2.469865,995.1943,335.2926
-0.1104262,-2.454011,993.5797,355.2913
-0.1089016,-2.435446,990.6528,375.3332
-0.1073464,-2.410191,990.3933,395.292
-0.1077344,-2.3836,991.4778,415.3017
-0.09839959,-2.365233,993.3381000000001,435.2919
-0.08715883000000001,-2.350856,994.3931,455.2995
-0.07590105,-2.339013,994.3973,475.3251
-0.06651482,-2.329596,992.5336,495.2923
-0.05511717,-2.324057,989.8662,515.302
-0.04570422,-2.309077,986.9438,535.2863
-0.03631839,-2.291505,985.0809,555.2925
-0.03263788,-2.282238,985.6228,575.3265
-0.02890526,-2.281291,987.7477,595.3104
-0.0232939,-2.280493,990.6752,615.2962
-0.02336241,-2.282015,991.7243999999999,635.2984
-0.02923794,-2.275326,992.0063,655.2842000000001
-0.04072925,-2.26977,990.9338,675.3074
-0.05224748,-2.265371,989.351,695.2956
-0.06950973000000001,-2.263836,989.0953,715.2771
-0.08106412,-2.258502,989.6401,735.2929
-0.09637569999999999,-2.25717,990.1699,755.3071
-0.1058466,-2.261196,990.9872,775.33
-0.113407,-2.265172,990.9734,795.3258
-0.1267053,-2.272882,990.1882000000001,815.3004
-0.1438256,-2.280609,989.395,835.2931
-0.1550813,-2.291269,989.9267,855.3355
-0.1663254,-2.301926,990.4552,875.2789
-0.1736636,-2.315262,991.5377999999999,895.2768
-0.179272,-2.320559,991.8095,915.2951
-0.1811163,-2.321907,992.0782,935.2932
-0.1849825,-2.323172,991.5321,955.3279
-0.1832431,-2.319139,990.7145,975.309
-0.1814977,-2.315063,989.9117,995.3013
-0.1835499,-2.310959,989.1122,1015.305
-0.1854714,-2.313539,988.8572,1035.307
-0.1834192,-2.317664,989.6472,1055.308
-0.1812723,-2.32582,990.4243,1075.325
-0.1773792,-2.329875,990.4102,1095.286
-0.1792004,-2.335219,990.6689,1115.297
-0.1790686,-2.34315,990.6897,1135.277
-0.1770923,-2.349779,990.4246000000001,1155.327
-0.1769645,-2.357766,990.4224,1175.296
-0.1786552,-2.372365,990.1595,1195.295
-0.1804476,-2.382974,989.8924,1215.293
-0.184087,-2.3949,989.9017,1235.293
-0.1875456,-2.408196,990.981,1255.325
-0.1969646,-2.408162,991.7836,1275.295
-0.2047099,-2.410657,990.7462,1295.303
-0.2144733,-2.402587,989.9501,1315.301
-0.2185116,-2.397191,988.8894,1335.332
-0.2204811,-2.390551,989.1491,1355.325
-0.2245088,-2.378519,989.1547,1375.274
-0.2303461,-2.371825,989.4202,1395.304
-0.2321819,-2.367884,990.2184,1415.301
-0.2340158,-2.363962,991.0111000000001,1435.265
-0.2341142,-2.354681,991.5456,1455.286
-0.2361992,-2.345309,991.2952,1475.294
-0.2364641,-2.339923,990.2132,1495.266
-0.2328225,-2.333224,989.6885,1515.294
-0.2293086,-2.318561,989.1492,1535.315
-0.225665,-2.306606,989.1481,1555.301
-0.2219971,-2.293371,989.6843,1575.301
-0.2203244,-2.27483,989.9382000000001,1595.293
-0.2205887,-2.253654,990.4628,1615.294
-0.215149,-2.231154,990.7276000000001,1635.297
-0.2174703,-2.204595,990.9941,1655.294
-0.2218184,-2.176602,990.9985,1675.301
-0.2260689,-2.152632,990.9941,1695.294
-0.2304445,-2.130979,989.9288,1715.278
-0.2307976,-2.116124,989.4069,1735.266
-0.2367603,-2.101515,989.6724,1755.271
-0.2408869,-2.08549,989.673,1775.276
-0.2469515,-2.071995,989.4124,1795.282
-0.2509318,-2.053729,990.474,1815.269
-0.2492181,-2.039183,990.7542999999999,1835.295
-0.2476532,-2.026884,989.957,1855.269
-0.2441243,-2.021116,988.8948,1875.307
-0.2441217,-2.021095,988.9053,1895.326
-0.2421548,-2.022552,989.169,1915.296
-0.2382563,-2.021522,989.6796000000001,1935.268
-0.2382565,-2.026597,989.1603,1955.299
-0.240192,-2.029103,988.9053,1975.302
-0.2420256,-2.030535,989.1736,1995.33
-0.2399621,-2.041099,988.9109,2015.324
-0.241633,-2.049372,989.7164,2035.295
-0.2432416,-2.062839,989.9623,2055.263
-0.241182,-2.073415,989.6937,2075.265
-0.2448233,-2.085362,989.6958,2095.278
-0.2426394,-2.103973,989.4106,2115.296
-0.2423806,-2.119933,989.4199,2135.266
-0.2418929,-2.142769,989.9426999999999,2155.26
-0.2413979,-2.165511,990.4979,2175.262
-0.2428418,-2.190824,990.774,2195.292
-0.2423594,-2.213636,991.2767,2215.26
-0.2457711,-2.242721,990.7601,2235.264
-0.2474802,-2.257292,990.4942,2255.282
-0.2494571,-2.261142,989.6899,2275.29
-0.2475263,-2.26378,989.4236,2295.291
-0.2455969,-2.266445,989.1467,2315.27
-0.2454605,-2.269193,989.6828,2335.269
-0.2433947,-2.274592,989.9468000000001,2355.268
-0.2451922,-2.274718,990.7393,2375.265
-0.2412961,-2.278723,990.746,2395.302
-0.2375347,-2.274811,990.7256,2415.347
-0.2358333,-2.270695,989.9246000000001,2435.272
-0.2339957,-2.269292,989.6729,2455.264
-0.2303484,-2.26253,989.1578,2475.269
-0.2264773,-2.26259,989.1525,2495.305
-0.2226778,-2.262614,989.1482999999999,2515.267
-0.2206148,-2.267997,989.4211,2535.261
-0.2185337,-2.272135,990.2201,2555.291
-0.2163597,-2.280313,991.0013,2575.267
-0.21063,-2.282991,990.7251,2595.263
-0.2049099,-2.286925,989.9199,2615.269
-0.1990881,-2.288369,990.1785,2635.265
-0.1895786,-2.287079,989.9064,2655.26
-0.1820373,-2.279126,989.9186,2675.296
-0.1763211,-2.277842,989.6369,2695.292
-0.1706381,-2.270049,990.4275,2715.262
-0.1612517,-2.260776,990.1529,2735.267
-0.1538614,-2.251339,989.0714,2755.26
-0.1444578,-2.242052,988.795,2775.292
-0.1369387,-2.230139,988.7945,2795.266
-0.1351578,-2.21959,989.0485,2815.267
-0.1333756,-2.20901,989.3189,2835.264
-0.1334308,-2.203841,989.8376,2855.261
-0.1315774,-2.196085,990.6325000000001,2875.261
-0.1374277,-2.189395,990.9229,2895.292
-0.1375574,-2.181444,990.9109,2915.263
-0.1415786,-2.169436,990.9156,2935.289
-0.1436785,-2.162432,989.5718000000001,2955.261
-0.143759,-2.159613,989.0414,2975.26
-0.1496006,-2.154142,988.7874,2995.261
-0.1534148,-2.152908,989.332,3015.273
-0.1591415,-2.154259,989.6001,3035.26
-0.1667455,-2.153028,990.1371,3055.261
-0.1763597,-2.150356,990.405,3075.292
-0.1841214,-2.147433,989.8924,3095.276
-0.1955729,-2.146113,990.4503,3115.273
-0.2071155,-2.147169,989.9286,3135.262
-0.2147726,-2.152269,989.399,3155.293
-0.2280492,-2.157548,989.6768,3175.281
-0.2373859,-2.165614,990.5024,3195.276
-0.2488556,-2.170737,989.9589999999999,3215.278
-0.2565489,-2.181046,988.8926,3235.261
-0.2622635,-2.187556,988.6393,3255.261
-0.2716377,-2.196875,988.9086,3275.271
-0.273333,-2.206244,989.1811,3295.267
-0.2750068,-2.210424,989.978,3315.262
-0.2747299,-2.221207,990.5025000000001,3335.262
-0.2765223,-2.226555,990.7721,3355.292
-0.2745511,-2.227961,991.0331,3375.262
-0.2688666,-2.226655,990.7551999999999,3395.263
-0.2670418,-2.225266,990.4922,3415.287
-0.2632928,-2.226524,989.9543,3435.293
-0.2616082,-2.222346,989.1625,3455.261
-0.2559078,-2.221022,988.8905,3475.269
-0.2462673,-2.222512,989.1434,3495.278
-0.2384692,-2.230594,989.1309,3515.271
-0.2305461,-2.236253,990.1749,3535.262
-0.2246553,-2.245584,990.4664,3555.262
-0.2148162,-2.253798,991.2670000000001,3575.262
-0.2070205,-2.260627,991.7818,3595.268
-0.2050389,-2.272449,990.9854,3615.264
-0.1972352,-2.285743,990.4435,3635.263
-0.1932709,-2.304248,989.3726,3655.307
-0.1871391,-2.330894,989.1048,3675.271
-0.182925,-2.360147,988.5821,3695.264
-0.1786081,-2.392137,988.5864,3715.261
-0.1724314,-2.412211,989.3834000000001,3735.266
-0.1704171,-2.412257,990.1831,3755.261
-0.1666747,-2.404288,990.1965,3775.262
-0.164951,-2.394976,989.9271,3795.264
-0.165173,-2.38432,989.3849,3815.268
-0.1653004,-2.376316,989.3905999999999,3835.292
-0.1596157,-2.369779,989.6374,3855.264
-0.1578259,-2.359129,989.9221,3875.269
-0.1599089,-2.348493,990.1843,3895.264
-0.158152,-2.333941,990.444,3915.284
-0.1584329,-2.313953,990.4653,3935.293
-0.1567647,-2.296681,990.1900000000001,3955.269
-0.1570106,-2.281998,989.6473999999999,3975.272
-0.1571678,-2.270047,989.6414,3995.293
-0.1593102,-2.251509,989.8896999999999,4015.262
-0.1653469,-2.228938,990.1469,4035.264
-0.1695973,-2.19462,991.1991,4055.263
-0.1719871,-2.160156,991.4598,4075.268
-0.1686043,-2.13224,991.4784,4095.295
-0.1727475,-2.113437,990.9493,4115.3
-0.1767674,-2.102603,990.4171,4135.293
-0.1807638,-2.095738,989.8828999999999,4155.263
-0.1866903,-2.091434,989.072,4175.311
-0.1927055,-2.089336,987.2306,4195.294
-0.1965784,-2.095637,986.1503,4215.263
-0.1982888,-2.103886,986.9573,4235.275
-0.2036643,-2.118967,988.2814,4255.274
-0.2031984,-2.135473,989.873,4275.262
-0.2046394,-2.159602,990.6874,4295.303
-0.208021,-2.181129,991.7452,4315.271
-0.2115124,-2.199833,992.2684,4335.267
-0.2188981,-2.220893,991.7378,4355.277
-0.2246706,-2.238972,989.9046,4375.262
-0.2302703,-2.259967,988.5815,4395.263
-0.2338861,-2.281128,988.062,4415.281
-0.241276,-2.300992,988.0878,4435.263
-0.2464643,-2.329021,988.8909,4455.27
-0.2536015,-2.350363,989.9609,4475.262
-0.2570835,-2.374246,989.9719,4495.263
-0.2604373,-2.39157,991.0377999999999,4515.279
-0.2621008,-2.404805,991.3228,4535.269
-0.2638966,-2.41011,991.5875,4555.271
-0.2619715,-2.412768,991.3276,4575.271
-0.2639434,-2.411453,991.0493,4595.27
-0.2601515,-2.411482,991.0431,4615.272
-0.2582154,-2.408886,991.297,4635.27
-0.2565389,-2.410131,989.9856,4655.266
-0.2529192,-2.408785,988.9252,4675.293
-0.2473555,-2.404866,988.1044000000001,4695.296
-0.2455206,-2.403524,987.8402,4715.27
-0.2414746,-2.404912,988.912,4735.27
-0.2336736,-2.40239,989.9611,4755.263
-0.2278261,-2.402559,990.7191,4775.302
-0.2239059,-2.39989,991.8121,4795.317
-0.2162579,-2.399999,991.7928000000001,4815.272
-0.2162552,-2.399969,991.8051,4835.266
-0.2145348,-2.395921,991.02,4855.304
-0.2147937,-2.391896,989.4112,4875.272
-0.2130691,-2.387846,988.6202,4895.266
-0.2150407,-2.381206,988.8803,4915.271
-0.2170092,-2.374553,989.1473,4935.266
-0.2189502,-2.371897,989.4083000000001,4955.295
-0.2208199,-2.369292,989.6622,4975.263
-0.2208529,-2.360018,990.2008,4995.295
-0.2209871,-2.352099,990.1736,5015.265
-0.2211182,-2.338817,990.7193,5035.262
-0.2252678,-2.318827,990.7238,5055.263
-0.2256519,-2.300165,990.1774,5075.263
-0.2278411,-2.286793,989.9113,5095.264
-0.2299042,-2.27092,990.7168,5115.266
-0.2359553,-2.252248,990.9974,5135.299
-0.2402104,-2.233488,990.4594,5155.303
-0.2445765,-2.215899,989.3896999999999,5175.344
-0.2468776,-2.203652,988.6037,5195.275
-0.2511047,-2.183559,988.6208,5215.276
-0.2534215,-2.156958,988.8869999999999,5235.264
-0.2518072,-2.138372,989.1556,5255.265
-0.2538582,-2.122656,989.9386,5275.263
-0.251858,-2.113698,991.3117999999999,5295.272
-0.2537737,-2.105978,992.107,5315.271
-0.2559627,-2.092551,991.8544000000001,5335.265
-0.258166,-2.084234,991.0725,5355.263
-0.2585551,-2.074554,989.9896,5375.266
-0.2628535,-2.065875,988.4111,5395.267
-0.2592199,-2.059023,987.8843000000001,5415.264
-0.2630962,-2.058968,987.8878999999999,5435.27
-0.2610049,-2.059294,988.6899,5455.292
-0.258918,-2.05963,989.4872,5475.264
-0.2605765,-2.067915,990.2773999999999,5495.266
-0.2585118,-2.073397,990.5259,5515.266
-0.2544872,-2.085389,990.5307,5535.285
-0.2524354,-2.095998,990.2471,5555.287
-0.2523161,-2.109107,989.7227,5575.272
-0.2502579,-2.119695,989.4562,5595.277
-0.2480584,-2.133091,989.7345,5615.264
-0.2517425,-2.14626,989.1882000000001,5635.264
-0.2496694,-2.166069,988.369,5655.3
-0.2493101,-2.186063,988.3777,5675.265
-0.2488205,-2.208909,988.8914,5695.27
-0.2502843,-2.225069,989.6957,5715.294
-0.2538244,-2.241014,989.7027,5735.264
-0.2534463,-2.250568,990.7622,5755.268
-0.2588959,-2.258655,991.5617,5775.271
-0.2624362,-2.274629,991.5429,5795.266
-0.2661132,-2.287781,991.0275,5815.265
-0.2699496,-2.298268,989.9539,5835.266
-0.2698672,-2.307506,989.4311,5855.277
-0.2754625,-2.31283,989.6969,5881.614
-0.2774614,-2.316707,988.9019,5895.305
-0.2792607,-2.322075,989.1556,5915.294
-0.2829075,-2.324804,989.681,5935.264
-0.2827515,-2.327523,990.2157,5955.263
-0.288496,-2.330105,989.9542,5975.265
-0.2903139,-2.331451,990.2238,5995.271
-0.2883386,-2.332835,990.4825,6015.273
-0.2902814,-2.326182,990.7599,6035.271
-0.2941814,-2.322206,990.741,6055.276
-0.2943049,-2.31419,990.7565,6075.265
-0.2982948,-2.306131,990.7705999999999,6095.267
-0.2987236,-2.296658,989.702,6115.265
-0.2989168,-2.289943,989.1667,6135.291
-0.3030804,-2.279126,988.6455999999999,6155.269
-0.3051274,-2.268496,988.9082,6175.264
-0.3013509,-2.264505,988.9189,6195.301
-0.3032306,-2.256641,989.716,6215.264
-0.3031913,-2.251409,990.2525000000001,6235.3
-0.3051052,-2.248774,990.5198,6255.27
-0.304928,-2.242362,991.5814,6275.277
-0.3050924,-2.239575,991.0582000000001,6295.265
-0.303447,-2.235438,990.2545,6315.3
-0.2998432,-2.228701,989.7222,6335.27
-0.2999471,-2.224719,989.7097,6355.269
-0.2963329,-2.217922,989.2001,6375.313
-0.2925673,-2.214007,989.1779,6395.271
